	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02720||anhydro-N-acetylmuramic	anhydro-N-acetylmuramic acid kinase	1131	20	0.0	80.54	8	F:GO:0005524; P:GO:0005975; P:GO:0006040; P:GO:0009254; F:GO:0016301; P:GO:0016310; F:GO:0016773; P:GO:0097175	F:ATP binding; P:carbohydrate metabolic process; P:amino sugar metabolic process; P:peptidoglycan turnover; F:kinase activity; P:phosphorylation; F:phosphotransferase activity, alcohol group as acceptor; P:1,6-anhydro-N-acetyl-beta-muramic acid catabolic process			IPR005338 (PFAM); G3DSA:3.30.420.40 (GENE3D); G3DSA:3.30.420.40 (GENE3D); IPR005338 (PANTHER); IPR005338 (HAMAP); IPR043129 (SUPERFAMILY)	F:GO:0005524; P:GO:0006040; P:GO:0009254; F:GO:0016773	F:ATP binding; P:amino sugar metabolic process; P:peptidoglycan turnover; F:phosphotransferase activity, alcohol group as acceptor
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02725||peptidoglycan	peptidoglycan DD-metalloendopeptidase family protein	1308	20	0.0	79.4	1	F:GO:0016787	F:hydrolase activity			IPR007340 (PFAM); G3DSA:3.10.450.350 (GENE3D); IPR011055 (G3DSA:2.70.70.GENE3D); IPR016047 (PFAM); G3DSA:3.10.450.350 (GENE3D); PTHR21666 (PANTHER); PTHR21666:SF262 (PANTHER); IPR011055 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02730||tyrosine--tRNA	tyrosine--tRNA ligase	1194	20	0.0	93.7	5	F:GO:0003723; F:GO:0004831; F:GO:0005524; C:GO:0005737; P:GO:0006437	F:RNA binding; F:tyrosine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:tyrosyl-tRNA aminoacylation	EC:6.1.1.1	Tyrosine--tRNA ligase	IPR002307 (PRINTS); IPR002942 (SMART); G3DSA:1.10.240.10 (GENE3D); IPR036986 (G3DSA:3.10.290.GENE3D); IPR002942 (PFAM); IPR014729 (G3DSA:3.40.50.GENE3D); IPR002305 (PFAM); IPR002307 (TIGRFAM); IPR024088 (PANTHER); IPR024108 (PTHR11766:PANTHER); IPR002942 (PROSITE_PROFILES); IPR024108 (HAMAP); IPR002307 (CDD); IPR002942 (CDD); SSF52374 (SUPERFAMILY); SSF55174 (SUPERFAMILY)	F:GO:0000166; F:GO:0003723; F:GO:0004812; F:GO:0004831; F:GO:0005524; P:GO:0006418; P:GO:0006437	F:nucleotide binding; F:RNA binding; F:aminoacyl-tRNA ligase activity; F:tyrosine-tRNA ligase activity; F:ATP binding; P:tRNA aminoacylation for protein translation; P:tyrosyl-tRNA aminoacylation
true	[INTERPRO, BLASTED, MAPPED]	EQU24_RS02760||WYL	WYL domain-containing protein	1011	20	0.0	64.9	4	F:GO:0003677; F:GO:0003700; P:GO:0006355; P:GO:0006525	F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated; P:arginine metabolic process			IPR026881 (PFAM); PTHR34580:SF1 (PANTHER); PTHR34580 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	EQU24_RS02765||CRISPR-associated	---NA---	90									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	EQU24_RS02770||hypothetical	hypothetical protein	741	20	0.0	71.23						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02775||AAA	AAA family ATPase	2127	20	0.0	64.46	1	F:GO:0005524	F:ATP binding			IPR003593 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR003959 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR23074 (PANTHER); PTHR23074:SF149 (PANTHER); cd00009 (CDD); cd00009 (CDD); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	F:GO:0005524	F:ATP binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02785||ATP-binding	ATP-binding cassette domain-containing protein	1893	20	0.0	91.65	3	F:GO:0003677; F:GO:0005524; F:GO:0016887	F:DNA binding; F:ATP binding; F:ATPase activity	EC:3.6.1.3; EC:3.6.1.15	Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase	IPR003593 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR003439 (PFAM); IPR037118 (G3DSA:1.10.287.GENE3D); IPR003439 (PFAM); IPR032524 (PFAM); IPR032781 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR19211:SF69 (PANTHER); PTHR19211 (PANTHER); MF_00848 (HAMAP); IPR003439 (PROSITE_PROFILES); IPR003439 (PROSITE_PROFILES); cd03221 (CDD); cd03221 (CDD); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	F:GO:0003677; F:GO:0005524; F:GO:0016887	F:DNA binding; F:ATP binding; F:ATPase activity
true	[INTERPRO, BLASTED]	EQU24_RS02790||molybdopterin-binding	competence/damage-inducible protein A	1227	20	0.0	78.33						IPR001453 (SMART); IPR041424 (PFAM); IPR001453 (TIGRFAM); IPR036425 (G3DSA:3.40.980.GENE3D); IPR001453 (PFAM); IPR008135 (PIRSF); PTHR13939 (PANTHER); IPR001453 (CDD); IPR036425 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02795||AEC	AEC family transporter	903	20	0.0	85.16	2	C:GO:0016021; P:GO:0055085	C:integral component of membrane; P:transmembrane transport			IPR004776 (PFAM); IPR038770 (G3DSA:1.20.1530.GENE3D); PTHR36838 (PANTHER)	C:GO:0016021; P:GO:0055085	C:integral component of membrane; P:transmembrane transport
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02800|pyrF|orotidine-5_-phosphate	orotidine-5'-phosphate decarboxylase	726	20	2.18676E-173	96.29	3	F:GO:0004590; P:GO:0006207; P:GO:0044205	F:orotidine-5'-phosphate decarboxylase activity; P:'de novo' pyrimidine nucleobase biosynthetic process; P:'de novo' UMP biosynthetic process	EC:4.1.1.23	Orotidine-5'-phosphate decarboxylase	IPR001754 (SMART); IPR013785 (G3DSA:3.20.20.GENE3D); IPR014732 (TIGRFAM); IPR001754 (PFAM); PTHR32119 (PANTHER); IPR014732 (PTHR32119:PANTHER); IPR014732 (HAMAP); cd04725 (CDD); IPR011060 (SUPERFAMILY)	F:GO:0003824; F:GO:0004590; P:GO:0006207; P:GO:0044205	F:catalytic activity; F:orotidine-5'-phosphate decarboxylase activity; P:'de novo' pyrimidine nucleobase biosynthetic process; P:'de novo' UMP biosynthetic process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02805||sulfite	sulfite exporter TauE/SafE family protein	717	20	5.99708E-149	87.08	1	C:GO:0016021	C:integral component of membrane			IPR039447 (PFAM); PTHR42208 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02810||sigma-54-dependent	sigma-54-dependent Fis family transcriptional regulator	975	20	0.0	89.44	4	F:GO:0005524; P:GO:0006355; F:GO:0008134; F:GO:0043565	F:ATP binding; P:regulation of transcription, DNA-templated; F:transcription factor binding; F:sequence-specific DNA binding			IPR002197 (PRINTS); IPR003593 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR002078 (PFAM); G3DSA:1.10.8.60 (GENE3D); G3DSA:1.10.10.60 (GENE3D); IPR002197 (PFAM); PTHR32071 (PANTHER); PTHR32071:SF57 (PANTHER); IPR002078 (PROSITE_PROFILES); cd00009 (CDD); IPR027417 (SUPERFAMILY); IPR009057 (SUPERFAMILY)	F:GO:0003677; F:GO:0005524; P:GO:0006355; F:GO:0008134; F:GO:0043565	F:DNA binding; F:ATP binding; P:regulation of transcription, DNA-templated; F:transcription factor binding; F:sequence-specific DNA binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02815||serine/threonine-protein	serine/threonine-protein phosphatase	738	20	0.0	84.21	2	F:GO:0004722; P:GO:0006470	F:protein serine/threonine phosphatase activity; P:protein dephosphorylation	EC:3.1.3.16	Protein-serine/threonine phosphatase	IPR001932 (SMART); IPR001932 (SMART); PF13672 (PFAM); IPR036457 (G3DSA:3.60.40.GENE3D); PTHR13832:SF278 (PANTHER); IPR015655 (PANTHER); IPR001932 (PROSITE_PROFILES); IPR001932 (CDD); IPR036457 (SUPERFAMILY)	F:GO:0003824; F:GO:0004722; P:GO:0006470	F:catalytic activity; F:protein serine/threonine phosphatase activity; P:protein dephosphorylation
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02820|pdxJ|pyridoxine	pyridoxine 5'-phosphate synthase	756	20	0.0	91.77	3	C:GO:0005737; P:GO:0008615; F:GO:0033856	C:cytoplasm; P:pyridoxine biosynthetic process; F:pyridoxine 5'-phosphate synthase activity	EC:2.6.99.2	Pyridoxine 5'-phosphate synthase	IPR004569 (PFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR004569 (TIGRFAM); IPR004569 (PANTHER); IPR004569 (HAMAP); IPR004569 (CDD); IPR036130 (SUPERFAMILY)	F:GO:0003824; C:GO:0005737; P:GO:0008615; F:GO:0033856	F:catalytic activity; C:cytoplasm; P:pyridoxine biosynthetic process; F:pyridoxine 5'-phosphate synthase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02825|recO|DNA	DNA repair protein RecO	711	20	1.87651E-171	77.44	2	P:GO:0006281; P:GO:0006310	P:DNA repair; P:DNA recombination			IPR022572 (PFAM); IPR003717 (PFAM); G3DSA:1.20.1440.120 (GENE3D); IPR003717 (TIGRFAM); G3DSA:2.40.50.140 (GENE3D); IPR003717 (PANTHER); IPR003717 (HAMAP); IPR037278 (SUPERFAMILY); IPR012340 (SUPERFAMILY)	P:GO:0006281; P:GO:0006310	P:DNA repair; P:DNA recombination
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02830||GTPase	GTPase Era	882	20	0.0	94.74	6	F:GO:0003924; F:GO:0005525; C:GO:0005737; C:GO:0005886; P:GO:0042274; F:GO:0070181	F:GTPase activity; F:GTP binding; C:cytoplasm; C:plasma membrane; P:ribosomal small subunit biogenesis; F:small ribosomal subunit rRNA binding	EC:3.6.1.15	Nucleoside-triphosphate phosphatase	IPR006073 (PRINTS); IPR006073 (PFAM); IPR015946 (G3DSA:3.30.300.GENE3D); IPR004044 (PFAM); G3DSA:3.40.50.300 (GENE3D); IPR005662 (TIGRFAM); IPR005225 (TIGRFAM); PTHR42698:SF2 (PANTHER); PTHR42698 (PANTHER); IPR005662 (HAMAP); IPR030388 (PROSITE_PROFILES); IPR004044 (PROSITE_PROFILES); IPR030388 (CDD); IPR027417 (SUPERFAMILY); IPR009019 (SUPERFAMILY)	F:GO:0003723; F:GO:0005525	F:RNA binding; F:GTP binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02835||ribonuclease	ribonuclease III	684	20	3.12624E-165	91.18	9	F:GO:0004525; C:GO:0005737; P:GO:0006364; P:GO:0006397; P:GO:0008033; P:GO:0016075; F:GO:0019843; F:GO:0046872; P:GO:0090502	F:ribonuclease III activity; C:cytoplasm; P:rRNA processing; P:mRNA processing; P:tRNA processing; P:rRNA catabolic process; F:rRNA binding; F:metal ion binding; P:RNA phosphodiester bond hydrolysis, endonucleolytic	EC:3.1.30; EC:3.1.26; EC:3.1.26.3	Acting on ester bonds; Acting on ester bonds; Ribonuclease III	IPR000999 (SMART); IPR014720 (SMART); IPR011907 (TIGRFAM); G3DSA:3.30.160.20 (GENE3D); IPR000999 (PFAM); IPR014720 (PFAM); IPR036389 (G3DSA:1.10.1520.GENE3D); PTHR11207:SF0 (PANTHER); PTHR11207 (PANTHER); IPR000999 (PROSITE_PROFILES); IPR011907 (HAMAP); IPR014720 (PROSITE_PROFILES); IPR000999 (CDD); IPR014720 (CDD); IPR036389 (SUPERFAMILY); SSF54768 (SUPERFAMILY)	F:GO:0003723; F:GO:0004525; P:GO:0006396; P:GO:0016075	F:RNA binding; F:ribonuclease III activity; P:RNA processing; P:rRNA catabolic process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02840||DUF4845	DUF4845 domain-containing protein	378	20	2.22107E-61	87.9	1	C:GO:0016021	C:integral component of membrane			IPR032314 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02845|lepB|signal	signal peptidase I	777	20	0.0	91.41	3	P:GO:0006508; F:GO:0008236; C:GO:0016021	P:proteolysis; F:serine-type peptidase activity; C:integral component of membrane			IPR000223 (PRINTS); IPR015927 (PFAM); IPR000223 (TIGRFAM); G3DSA:2.170.230.10 (GENE3D); G3DSA:2.10.109.10 (GENE3D); IPR019533 (PFAM); PTHR43390 (PANTHER); PTHR43390:SF1 (PANTHER); cd06530 (CDD); IPR036286 (SUPERFAMILY)	P:GO:0006508; F:GO:0008236; C:GO:0016020	P:proteolysis; F:serine-type peptidase activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02850|lepA|elongation	elongation factor 4	1800	20	0.0	96.16	8	F:GO:0003746; F:GO:0003924; F:GO:0005525; C:GO:0005886; P:GO:0006414; F:GO:0016779; F:GO:0043022; P:GO:0045727	F:translation elongation factor activity; F:GTPase activity; F:GTP binding; C:plasma membrane; P:translational elongation; F:nucleotidyltransferase activity; F:ribosome binding; P:positive regulation of translation	EC:3.6.1.15	Nucleoside-triphosphate phosphatase	IPR000795 (PRINTS); IPR000640 (SMART); IPR004161 (PFAM); G3DSA:3.40.50.300 (GENE3D); IPR013842 (PFAM); G3DSA:3.30.70.3380 (GENE3D); IPR041095 (PFAM); IPR000795 (PFAM); IPR005225 (TIGRFAM); IPR000640 (PFAM); IPR038363 (G3DSA:3.30.70.GENE3D); IPR006297 (TIGRFAM); G3DSA:3.30.70.870 (GENE3D); G3DSA:2.40.30.10 (GENE3D); PTHR43512 (PANTHER); PTHR43512:SF4 (PANTHER); IPR000795 (PROSITE_PROFILES); IPR006297 (HAMAP); cd03699 (CDD); cd01890 (CDD); cd16260 (CDD); IPR035654 (CDD); IPR027417 (SUPERFAMILY); IPR009000 (SUPERFAMILY); IPR035647 (SUPERFAMILY); IPR035647 (SUPERFAMILY)	F:GO:0003924; F:GO:0005525	F:GTPase activity; F:GTP binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02855||Do	DegQ family serine endoprotease	1320	20	0.0	90.05	4	F:GO:0004252; F:GO:0005515; P:GO:0006508; C:GO:0042597	F:serine-type endopeptidase activity; F:protein binding; P:proteolysis; C:periplasmic space	EC:3.4.21	Acting on peptide bonds (peptidases)	IPR001940 (PRINTS); IPR001478 (SMART); IPR036034 (G3DSA:2.30.42.GENE3D); G3DSA:2.40.10.120 (GENE3D); IPR001478 (PFAM); PF13365 (PFAM); IPR011782 (TIGRFAM); mobidb-lite (MOBIDB_LITE); PTHR22939:SF108 (PANTHER); PTHR22939 (PANTHER); PTHR22939 (PANTHER); IPR001478 (PROSITE_PROFILES); IPR001478 (PROSITE_PROFILES); cd00987 (CDD); cd00987 (CDD); IPR036034 (SUPERFAMILY); IPR036034 (SUPERFAMILY); IPR009003 (SUPERFAMILY)	F:GO:0004252; F:GO:0005515; P:GO:0006508	F:serine-type endopeptidase activity; F:protein binding; P:proteolysis
true	[INTERPRO, BLASTED]	EQU24_RS02860||outer	outer membrane lipoprotein-sorting protein	864	20	0.0	79.4						IPR033436 (PFAM); IPR038484 (G3DSA:3.30.200.GENE3D); IPR005588 (PIRSF); G3DSA:2.50.20.10 (GENE3D); IPR033434 (PFAM); IPR005588 (PANTHER); IPR033434 (CDD)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02865||hypothetical	sigma-E factor negative regulatory protein	555	20	1.28073E-114	69.28	4	F:GO:0005515; C:GO:0016021; F:GO:0016989; P:GO:1903507	F:protein binding; C:integral component of membrane; F:sigma factor antagonist activity; P:negative regulation of nucleic acid-templated transcription			IPR036147 (G3DSA:1.10.10.GENE3D); IPR005572 (PFAM); PTHR38104 (PANTHER); IPR004172 (PROSITE_PROFILES); IPR005572 (CDD); IPR036147 (SUPERFAMILY)	F:GO:0005515; F:GO:0016989	F:protein binding; F:sigma factor antagonist activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02870|rpoE|RNA	RNA polymerase sigma factor RpoE	591	20	1.0159E-140	94.89	4	F:GO:0003677; F:GO:0003700; F:GO:0016987; P:GO:2000142	F:DNA binding; F:DNA-binding transcription factor activity; F:sigma factor activity; P:regulation of DNA-templated transcription, initiation			IPR036388 (G3DSA:1.10.10.GENE3D); IPR013249 (PFAM); G3DSA:1.10.1740.10 (GENE3D); IPR014286 (TIGRFAM); IPR007627 (PFAM); IPR014284 (TIGRFAM); IPR039425 (PANTHER); PTHR43133:SF17 (PANTHER); cd06171 (CDD); IPR013325 (SUPERFAMILY); IPR013324 (SUPERFAMILY)	F:GO:0003677; F:GO:0003700; P:GO:0006352; P:GO:0006355; F:GO:0016987	F:DNA binding; F:DNA-binding transcription factor activity; P:DNA-templated transcription, initiation; P:regulation of transcription, DNA-templated; F:sigma factor activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02875|nadB|L-aspartate	L-aspartate oxidase	1602	20	0.0	91.17	5	C:GO:0005737; F:GO:0008734; P:GO:0009435; F:GO:0044318; P:GO:0055114	C:cytoplasm; F:L-aspartate oxidase activity; P:NAD biosynthetic process; F:L-aspartate:fumarate oxidoreductase activity; P:oxidation-reduction process	EC:1.4.3.16; EC:1.4.3.2	L-aspartate oxidase; L-amino-acid oxidase	PR00368 (PRINTS); IPR005288 (TIGRFAM); IPR027477 (G3DSA:3.90.700.GENE3D); IPR003953 (PFAM); IPR015939 (PFAM); IPR036188 (G3DSA:3.50.50.GENE3D); PIRSF000171 (PIRSF); G3DSA:1.20.58.100 (GENE3D); IPR005288 (PTHR42716:PANTHER); PTHR42716 (PANTHER); IPR027477 (SUPERFAMILY); IPR037099 (SUPERFAMILY); IPR036188 (SUPERFAMILY)	F:GO:0008734; P:GO:0009435; F:GO:0016491; P:GO:0055114	F:L-aspartate oxidase activity; P:NAD biosynthetic process; F:oxidoreductase activity; P:oxidation-reduction process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02880||hypothetical	hypothetical protein	366	20	4.84829E-85	76.61	1	C:GO:0016021	C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02885||hypothetical	hypothetical protein	1389	20	0.0	83.5	1	C:GO:0016021	C:integral component of membrane			G3DSA:3.40.50.300 (GENE3D)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02890||hypothetical	hypothetical protein	495	20	7.92466E-107	75.92	1	C:GO:0016021	C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	EQU24_RS02895||exosortase	exosortase system-associated protein, TIGR04073 family	414	20	7.17611E-95	85.51						IPR023824 (TIGRFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02900||OmpA	OmpA family protein	696	20	4.74263E-158	79.25	1	C:GO:0016020	C:membrane			IPR036737 (G3DSA:3.30.1330.GENE3D); IPR006665 (PFAM); PTHR30128:SF31 (PANTHER); PTHR30128 (PANTHER); PS51257 (PROSITE_PROFILES); IPR006665 (PROSITE_PROFILES); IPR006665 (CDD); IPR036737 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02905|dmeF|CDF	cation transporter	918	20	0.0	82.33	3	F:GO:0008324; C:GO:0016021; P:GO:0098655	F:cation transmembrane transporter activity; C:integral component of membrane; P:cation transmembrane transport			IPR002524 (PFAM); IPR027469 (G3DSA:1.20.1510.GENE3D); IPR002524 (TIGRFAM); PTHR45755 (PANTHER); PTHR45755:SF5 (PANTHER); IPR027469 (SUPERFAMILY)	P:GO:0006812; F:GO:0008324; C:GO:0016021; P:GO:0055085	P:cation transport; F:cation transmembrane transporter activity; C:integral component of membrane; P:transmembrane transport
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02910||hypothetical	hypothetical protein	230	20	1.12114E-23	85.98	1	C:GO:0016021	C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02915||FAD-dependent	glycine oxidase ThiO	1095	20	0.0	76.29	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process			IPR006076 (PFAM); G3DSA:3.30.9.10 (GENE3D); IPR036188 (G3DSA:3.50.50.GENE3D); PTHR13847 (PANTHER); PTHR13847:SF265 (PANTHER); SSF54373 (SUPERFAMILY); IPR036188 (SUPERFAMILY)	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process
true	[INTERPRO, BLASTED]	EQU24_RS02920||hypothetical	porin family protein	879	20	0.0	71.4						G3DSA:2.40.160.20 (GENE3D); cd14688 (CDD); IPR011250 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02925||type	VapC toxin family PIN domain ribonuclease	389	20	1.49329E-50	81.98	4	F:GO:0000287; F:GO:0004540; P:GO:0090501; F:GO:0090729	F:magnesium ion binding; F:ribonuclease activity; P:RNA phosphodiester bond hydrolysis; F:toxin activity			G3DSA:3.40.50.1010 (GENE3D); cd09873 (CDD); IPR029060 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	EQU24_RS02930||type	prevent-host-death protein	222	20	6.64518E-44	83.84						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02935|pip|prolyl	prolyl aminopeptidase	957	20	0.0	86.31	3	F:GO:0004177; C:GO:0005737; P:GO:0006508	F:aminopeptidase activity; C:cytoplasm; P:proteolysis	EC:3.4.11	Acting on peptide bonds (peptidases)	IPR002410 (PRINTS); IPR000073 (PRINTS); IPR029058 (G3DSA:3.40.50.GENE3D); IPR005944 (PIRSF); IPR005944 (TIGRFAM); IPR000073 (PFAM); IPR005944 (PANTHER); IPR029058 (SUPERFAMILY)	F:GO:0004177; C:GO:0005737; P:GO:0006508; F:GO:0008233	F:aminopeptidase activity; C:cytoplasm; P:proteolysis; F:peptidase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02940||UbiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	576	20	3.20481E-130	92.95	3	F:GO:0016829; P:GO:0051188; F:GO:0106141	F:lyase activity; P:cofactor biosynthetic process; F:flavin prenyltransferase activity	EC:2.5.1.129	Flavin prenyltransferase	IPR003382 (PFAM); IPR036551 (G3DSA:3.40.50.GENE3D); IPR004507 (TIGRFAM); IPR004507 (PANTHER); PTHR43374:SF1 (PANTHER); IPR004507 (HAMAP); IPR036551 (SUPERFAMILY)	F:GO:0003824	F:catalytic activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02945|pqqE|pyrroloquinoline	pyrroloquinoline quinone biosynthesis protein PqqE	1128	20	0.0	95.26	7	F:GO:0005506; F:GO:0009975; F:GO:0016491; P:GO:0018189; F:GO:0051539; P:GO:0055114; F:GO:1904047	F:iron ion binding; F:cyclase activity; F:oxidoreductase activity; P:pyrroloquinoline quinone biosynthetic process; F:4 iron, 4 sulfur cluster binding; P:oxidation-reduction process; F:S-adenosyl-L-methionine binding			IPR006638 (SMART); IPR007197 (PFAM); IPR023885 (PFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR017200 (PIRSF); PF13353 (PFAM); IPR011843 (TIGRFAM); IPR023885 (TIGRFAM); IPR007197 (PTHR11228:PANTHER); PTHR11228 (PANTHER); IPR011843 (HAMAP); cd01335 (CDD); SSF102114 (SUPERFAMILY)	F:GO:0003824; P:GO:0018189; F:GO:0051536; F:GO:0051539	F:catalytic activity; P:pyrroloquinoline quinone biosynthetic process; F:iron-sulfur cluster binding; F:4 iron, 4 sulfur cluster binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02950|pqqD|pyrroloquinoline	pyrroloquinoline quinone biosynthesis peptide chaperone PqqD	273	20	6.90258E-60	89.63	2	P:GO:0018189; F:GO:0048038	P:pyrroloquinoline quinone biosynthetic process; F:quinone binding			IPR022479 (TIGRFAM); IPR008792 (PFAM); IPR041881 (G3DSA:1.10.10.GENE3D)	P:GO:0018189; F:GO:0048038	P:pyrroloquinoline quinone biosynthetic process; F:quinone binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS02955||Uma2	Uma2 family endonuclease	561	20	2.2939E-134	72.35	2	F:GO:0004519; P:GO:0090305	F:endonuclease activity; P:nucleic acid phosphodiester bond hydrolysis			G3DSA:3.90.1570.10 (GENE3D); IPR008538 (PFAM); PTHR35400:SF1 (PANTHER); PTHR35400 (PANTHER); IPR008538 (CDD); IPR011335 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST, ANNOTATED]	EQU24_RS02960|pqqC|pyrroloquinoline-quinone	---NA---	732				2	P:GO:0018189; P:GO:0055114	P:pyrroloquinoline quinone biosynthetic process; P:oxidation-reduction process			IPR004305 (PFAM); IPR011845 (TIGRFAM); IPR016084 (G3DSA:1.20.910.GENE3D); IPR039068 (PANTHER); IPR011845 (HAMAP); cd13926 (CDD); IPR016084 (SUPERFAMILY)	P:GO:0018189; P:GO:0055114	P:pyrroloquinoline quinone biosynthetic process; P:oxidation-reduction process
